ndc_code,drug_name,generic_name,strength,dosage_form,route,manufacturer,drug_class,therapeutic_category,is_generic,is_brand,is_specialty,is_controlled,dea_schedule,awp_price,wac_price,mac_price,package_size,package_unit,fda_approval_date,is_active
95735-1616-87,Risdipine,risdipine,25mg,TABLET,ORAL,LUPIN,PENICILLIN,ANTIBIOTICS,true,false,false,false,,31.51,26.78,22.06,500,EA,2004-03-14,true
58677-1617-41,Serzolam,serzolam,250mg,TABLET,ORAL,SUN_PHARMA,IMMUNOSUPPRESSANT,IMMUNOLOGY,true,false,false,false,,40.95,34.81,28.66,30,EA,1986-01-01,true
11840-1618-31,Immunood,omfloxacin,2%,CREAM,ORAL,PFIZER,ANTACID,GASTROINTESTINAL,false,true,false,false,,268.05,219.80,,45,ML,2016-10-09,false
58136-1619-02,Varstatin,varstatin,200mg,CAPSULE,INHALATION,ZYDUS,ANXIOLYTIC,CNS,true,false,false,false,,7.70,6.54,5.39,500,EA,2003-08-28,true
02837-1620-50,Napfloxacin,napfloxacin,40mg,TABLET,INJECTION,MYLAN,TARGETED_THERAPY,ONCOLOGY,true,false,false,false,,14.30,12.16,10.01,60,EA,2014-05-23,true
38219-1621-46,Napdipine,napdipine,0.5%,OINTMENT,OTIC,SUN_PHARMA,DIURETIC,CARDIOVASCULAR,true,false,false,false,,8.48,7.21,5.94,45,ML,1996-09-03,true
49366-1622-11,Serood,azprazole,5mg,TABLET,ORAL,GLAXOSMITHKLINE,STATIN,CARDIOVASCULAR,false,true,false,false,,121.40,99.55,,60,EA,2019-03-22,true
01292-1623-69,Naptriptan,naptriptan,2%,OINTMENT,ORAL,MYLAN,H2_BLOCKER,GASTROINTESTINAL,true,false,false,false,,40.06,34.05,28.04,45,ML,2002-10-19,true
09029-1624-10,Parsartan,parsartan,1%,CREAM,ORAL,CIPLA,ANTIFUNGAL,DERMATOLOGY,true,false,false,false,,21.35,18.15,14.95,45,ML,2013-03-05,true
27765-1625-05,Vitaguard,omprazole,5mg,TABLET,ORAL,ASTRAZENECA,VITAMIN,OTHER,false,true,false,false,,318.60,261.25,,30,EA,2010-12-16,true
66937-1626-24,Immunood,enstatin,5%,CREAM,ORAL,MERCK,ANTICONVULSANT,CNS,false,true,false,false,,138.45,113.53,,60,ML,1991-07-12,true
50279-1627-92,Napcycline,napcycline,250mg,TABLET,TOPICAL,CIPLA,CHEMOTHERAPY,ONCOLOGY,true,false,false,false,,32.26,27.42,22.58,500,EA,1990-04-12,true
79125-1628-20,Procillin,procillin,40mg,CAPSULE,ORAL,TEVA,GLP1_AGONIST,DIABETES,true,false,false,false,,9.68,8.23,6.78,30,EA,1984-11-25,true
89997-1629-32,Cardixr,ventriptan,0.1%,CREAM,ORAL,ROCHE,SULFONYLUREA,DIABETES,false,true,false,false,,380.96,312.39,,45,ML,2020-04-03,true
09165-1630-63,Fluvir,fluvir,20mg,TABLET,ORAL,SANDOZ,MUSCLE_RELAXANT,PAIN_MANAGEMENT,true,false,false,false,,33.64,28.59,23.55,60,EA,1998-09-07,true
38196-1631-48,Napvir,napvir,250mg/ml,INJECTION,TOPICAL,LUPIN,ANTIFUNGAL,DERMATOLOGY,true,false,false,false,,0.75,0.64,0.52,10,ML,1995-01-08,true
57683-1632-79,Hydtidine,hydtidine,25mg,TABLET,ORAL,ACTAVIS,HORMONE_REPLACEMENT,ENDOCRINE,true,false,false,false,,39.29,33.40,27.50,30,EA,2006-01-24,true
45223-1633-09,Hydprazole,hydprazole,25mg,TABLET,ORAL,AUROBINDO,H2_BLOCKER,GASTROINTESTINAL,true,false,false,false,,30.39,25.83,21.27,60,EA,1994-11-10,true
49243-1634-82,Omdipine,omdipine,10mg,CAPSULE,ORAL,AUROBINDO,GLP1_AGONIST,DIABETES,true,false,false,false,,1.50,1.27,1.05,500,EA,2021-05-12,true
74196-1635-13,Venvir,venvir,20mg,CAPSULE,TRANSDERMAL,SANDOZ,STIMULANT,CNS,true,false,false,false,,27.26,23.17,19.08,90,EA,2021-10-11,true
51739-1636-23,Immunomax,doxazole,25mg/ml,INJECTION,TOPICAL,ROCHE,THYROID,ENDOCRINE,false,true,false,false,,173.84,142.55,,5,ML,1998-07-12,true
17773-1637-54,Ultramax,varcycline,20mg,TABLET,ORAL,GILEAD,GLAUCOMA,OPHTHALMOLOGY,false,true,false,false,,71.25,58.42,,100,EA,2009-05-10,true
48075-1638-89,Zymola,valstatin,150mg,CAPSULE,ORAL,AMGEN,HORMONE_THERAPY,ONCOLOGY,false,true,false,false,,87.33,71.61,,500,EA,2018-12-04,true
79019-1639-76,Riscillin,riscillin,10mg,TABLET,ORAL,TEVA,TARGETED_THERAPY,ONCOLOGY,true,false,false,false,,23.69,20.14,16.58,30,EA,2023-02-09,true
13549-1640-46,Azdipine,azdipine,75mg,CAPSULE,TOPICAL,TEVA,STIMULANT,CNS,true,false,false,false,,44.55,37.87,31.18,30,EA,1993-03-07,false
06442-1641-79,Metsartan,metsartan,10mg,TABLET,TOPICAL,MYLAN,STATIN,CARDIOVASCULAR,true,false,false,false,,27.90,23.71,19.53,30,EA,1989-09-25,true
16329-1642-63,Clopril,clopril,10mg,TABLET,ORAL,LUPIN,ED_TREATMENT,UROLOGY,true,false,false,false,,28.28,24.04,19.80,90,EA,2013-02-04,true
61751-1643-30,Hydprazole,hydprazole,100mg/5ml,SOLUTION,INHALATION,SANDOZ,ANTIVIRAL,OTHER,true,false,false,false,,10.39,8.83,7.27,240,ML,1996-12-28,true
26606-1644-28,Flucycline,flucycline,0.5%,OINTMENT,ORAL,ACTAVIS,ANTIEMETIC,GASTROINTESTINAL,true,false,false,false,,6.53,5.55,4.57,45,ML,2006-10-04,true
97343-1645-52,Doxtriptan,doxtriptan,5mg/5ml,SOLUTION,ORAL,SUN_PHARMA,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,35.05,29.79,24.53,120,ML,1983-12-19,true
83187-1646-47,Hydtriptan,hydtriptan,200mg,CAPSULE,ORAL,ZYDUS,STATIN,CARDIOVASCULAR,true,false,false,false,,5.50,4.67,3.85,90,EA,1987-10-28,true
77114-1647-10,Zoltriptan,zoltriptan,500mg,TABLET,TOPICAL,ZYDUS,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,29.32,24.92,20.52,90,EA,2007-05-20,true
35080-1648-14,Levfloxacin,levfloxacin,100mg/ml,INJECTION,ORAL,TEVA,CEPHALOSPORIN,ANTIBIOTICS,true,false,false,false,,41.16,34.99,28.81,25,ML,1991-09-03,true
44991-1649-15,Benolol,benolol,40mg,CAPSULE,ORAL,ACTAVIS,BIOLOGIC,IMMUNOLOGY,true,false,false,false,,18.20,15.47,12.74,500,EA,2011-05-25,true
20863-1650-47,Zolcycline,zolcycline,100mg/ml,INJECTION,OPHTHALMIC,ACTAVIS,FLUOROQUINOLONE,ANTIBIOTICS,true,false,false,false,,41.81,35.54,29.27,5,ML,1995-04-17,true
90599-1651-15,Amcillin,amcillin,25mg,TABLET,ORAL,ZYDUS,GLP1_AGONIST,DIABETES,true,false,false,false,,3.04,2.58,2.13,500,EA,2006-06-27,true
69316-1652-88,Lipoplex,zolfloxacin,25mg/5ml,SOLUTION,ORAL,ABBVIE,TETRACYCLINE,ANTIBIOTICS,false,true,false,false,,367.95,301.72,,100,ML,2008-02-03,true
35749-1653-16,Napcycline,napcycline,2%,CREAM,ORAL,MYLAN,OVERACTIVE_BLADDER,UROLOGY,true,false,false,false,,13.55,11.52,9.48,15,ML,1992-09-11,true
18083-1654-32,Procillin,procillin,20mg,TABLET,INHALATION,SUN_PHARMA,TOPICAL_STEROID,DERMATOLOGY,true,false,false,false,,27.05,22.99,18.93,90,EA,1985-09-28,true
94075-1655-47,Doxprazole,doxprazole,10mg/5ml,SOLUTION,ORAL,TEVA,DIURETIC,CARDIOVASCULAR,true,false,false,false,,24.94,21.20,17.46,480,ML,1992-11-26,true
90578-1656-84,Neuroplex,enzepam,50mg/ml,INJECTION,ORAL,ELI_LILLY,BETA_BLOCKER,CARDIOVASCULAR,false,true,false,false,,140.14,114.91,,10,ML,1991-08-08,true
06885-1657-83,Tamfloxacin,tamfloxacin,50mg/5ml,SOLUTION,ORAL,MYLAN,PENICILLIN,ANTIBIOTICS,true,false,false,false,,27.20,23.12,19.04,480,ML,2011-11-06,true
81715-1658-15,Biotri,benfloxacin,40mg,TABLET,INHALATION,GILEAD,OPIOID,PAIN_MANAGEMENT,false,true,false,false,,65.26,53.51,,500,EA,2010-10-23,true
53811-1659-28,Ketvir,ketvir,2%,OINTMENT,ORAL,ZYDUS,ANTIPSYCHOTIC,CNS,true,false,false,false,,7.42,6.31,5.19,60,ML,2021-09-03,true
69827-1660-15,Biood,parfloxacin,10mg,TABLET,ORAL,BAYER,FLUOROQUINOLONE,ANTIBIOTICS,false,true,false,false,,11.95,9.80,,90,EA,1994-07-16,true
77220-1661-77,Metazole,metazole,40mg,TABLET,ORAL,SANDOZ,ANTIFUNGAL,DERMATOLOGY,true,false,false,false,,37.23,31.65,26.06,500,EA,1986-12-14,true
04856-1662-41,Zoltriptan,zoltriptan,10mg/ml,INJECTION,ORAL,CIPLA,GLP1_AGONIST,DIABETES,true,false,false,false,,42.92,36.48,30.04,25,ML,2023-02-22,true
56309-1663-05,Ibuzolam,ibuzolam,250mg,TABLET,OPHTHALMIC,SUN_PHARMA,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,1.01,0.86,0.71,30,EA,2021-01-19,true
85429-1664-58,Bentriptan,bentriptan,500mg,TABLET,INJECTION,SANDOZ,ANTIHISTAMINE,RESPIRATORY,true,false,false,false,,25.02,21.27,17.51,500,EA,1984-09-14,true
96128-1665-69,Glucoplus,warsartan,40mg,CAPSULE,ORAL,NOVARTIS,OPIOID,PAIN_MANAGEMENT,false,true,false,false,,474.87,389.39,,500,EA,2007-11-28,true
29261-1666-57,Clocillin,clocillin,200mg,CAPSULE,ORAL,CIPLA,CEPHALOSPORIN,ANTIBIOTICS,true,false,false,false,,37.44,31.82,26.21,30,EA,1981-07-01,true
42711-1667-39,Neurosr,ketsartan,40mg,CAPSULE,ORAL,ELI_LILLY,DECONGESTANT,RESPIRATORY,false,true,false,false,,189.87,155.69,,100,EA,2022-10-02,true
68898-1668-51,Valcillin,valcillin,75mg,CAPSULE,ORAL,ACTAVIS,HORMONE_THERAPY,ONCOLOGY,true,false,false,false,,25.58,21.74,17.91,60,EA,2005-11-21,true
47129-1669-15,Varcillin,varcillin,200mg,CAPSULE,INJECTION,ZYDUS,CEPHALOSPORIN,ANTIBIOTICS,true,false,false,false,,34.63,29.44,24.24,500,EA,2014-03-22,true
24984-1670-82,Amdipine,amdipine,25mg,TABLET,TOPICAL,DR_REDDY,SULFONYLUREA,DIABETES,true,false,false,false,,17.65,15.00,12.35,500,EA,1992-11-08,true
50600-1671-55,Endoer,enzepam,250mg,TABLET,TOPICAL,NOVARTIS,ANTIEMETIC,GASTROINTESTINAL,false,true,false,false,,409.05,335.42,,30,EA,2010-09-15,true
30942-1672-36,Biocare,flucycline,500mg,TABLET,INHALATION,ASTRAZENECA,STATIN,CARDIOVASCULAR,false,true,true,false,,1368.29,1094.63,,500,EA,2018-02-21,true
90107-1673-95,Medisr,ceffloxacin,40mg,TABLET,TOPICAL,GLAXOSMITHKLINE,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,false,true,false,false,,277.82,227.81,,60,EA,2014-12-02,true
40854-1674-40,Levpril,levpril,5mg/5ml,SOLUTION,TOPICAL,SANDOZ,BRONCHODILATOR,RESPIRATORY,true,false,false,false,,21.57,18.33,15.10,120,ML,1983-04-18,true
94132-1675-05,Zymocare,predcycline,1%,OINTMENT,ORAL,ABBVIE,PPI,GASTROINTESTINAL,false,true,false,false,,26.22,21.50,,60,ML,1998-04-06,true
26570-1676-01,Azprazole,azprazole,500mg,TABLET,OTIC,ACTAVIS,ANTIEMETIC,GASTROINTESTINAL,true,false,false,false,,39.42,33.51,27.59,500,EA,1991-04-19,true
27223-1677-58,Diazole,diazole,200mg,CAPSULE,ORAL,LUPIN,ANTIBIOTIC_EYE,OPHTHALMOLOGY,true,false,false,false,,45.16,38.39,31.61,60,EA,2014-07-24,true
30873-1678-62,Glucosr,ceftriptan,0.5%,OINTMENT,ORAL,JOHNSON_JOHNSON,INSULIN,DIABETES,false,true,false,false,,294.73,241.68,,60,ML,1992-08-07,true
54741-1679-58,Xenocr,divir,75mg,CAPSULE,ORAL,NOVARTIS,STATIN,CARDIOVASCULAR,false,true,false,false,,170.09,139.47,,30,EA,2011-08-20,true
23275-1680-56,Cipfloxacin,cipfloxacin,200mcg,INHALER,ORAL,AUROBINDO,STIMULANT,CNS,true,false,false,false,,35.33,30.03,24.73,3,ML,2008-05-10,false
02776-1681-64,Metstatin,metstatin,20mg,TABLET,ORAL,LUPIN,ANTACID,GASTROINTESTINAL,true,false,false,false,,0.74,0.63,0.52,100,EA,2021-06-02,true
88541-1682-73,Ketfloxacin,ketfloxacin,100mg,TABLET,INJECTION,MYLAN,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,true,false,false,false,,17.86,15.18,12.50,500,EA,2008-07-25,true
93676-1683-93,Dizepam,dizepam,100mcg/hr,PATCH,ORAL,AUROBINDO,ANTIPSYCHOTIC,CNS,true,false,false,false,,33.93,28.84,23.75,10,ML,1989-07-03,true
29632-1684-43,Serprazole,serprazole,25mg,CAPSULE,ORAL,LUPIN,ANTIVIRAL,OTHER,true,false,false,false,,37.51,31.88,26.26,60,EA,2008-07-16,true
37618-1685-74,Cefdipine,cefdipine,1%,CREAM,ORAL,CIPLA,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,true,false,false,false,,22.92,19.48,16.04,60,ML,1993-01-26,true
49348-1686-49,Hydpril,hydpril,250mg/ml,INJECTION,INHALATION,LUPIN,TETRACYCLINE,ANTIBIOTICS,true,false,false,false,,1.58,1.34,1.11,1,ML,2013-07-25,true
06052-1687-93,Simfloxacin,simfloxacin,40mg,CAPSULE,ORAL,CIPLA,INSULIN,DIABETES,true,false,false,false,,7.36,6.26,5.15,30,EA,2017-04-17,true
37694-1688-47,Risazole,risazole,2%,CREAM,ORAL,LUPIN,ANTIVIRAL,OTHER,true,false,false,false,,40.75,34.64,28.52,15,ML,1983-10-05,true
64185-1689-86,Amtidine,amtidine,100mg/5ml,SOLUTION,TOPICAL,ZYDUS,TOPICAL_STEROID,DERMATOLOGY,true,false,false,false,,43.28,36.79,30.30,100,ML,2020-05-19,true
80693-1690-40,Flupril,flupril,10mg,TABLET,ORAL,AUROBINDO,H2_BLOCKER,GASTROINTESTINAL,true,false,false,false,,31.35,26.65,21.95,90,EA,2009-04-18,true
11787-1691-48,Theramax,cipazole,10mg,CAPSULE,ORAL,ABBVIE,BIOLOGIC,IMMUNOLOGY,false,true,false,false,,301.48,247.21,,60,EA,2022-06-03,true
57238-1692-79,Hydvir,hydvir,5mg,TABLET,ORAL,TEVA,TETRACYCLINE,ANTIBIOTICS,true,false,false,false,,18.19,15.46,12.73,500,EA,1998-09-10,true
01003-1693-33,Ketopro,distatin,5%,OINTMENT,ORAL,GLAXOSMITHKLINE,DIURETIC,CARDIOVASCULAR,false,true,false,false,,310.38,254.51,,60,ML,2001-03-20,true
91772-1694-72,Aztidine,aztidine,50mg/5ml,SOLUTION,ORAL,AUROBINDO,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,4.46,3.79,3.12,240,ML,2018-04-18,true
56374-1695-57,Sercillin,sercillin,250mg,TABLET,ORAL,AUROBINDO,CORTICOSTEROID,IMMUNOLOGY,true,false,false,false,,6.71,5.70,4.70,500,EA,1989-12-18,true
64409-1696-35,Endocare,benzolam,5mg/5ml,SOLUTION,ORAL,JOHNSON_JOHNSON,ANTIFUNGAL,DERMATOLOGY,false,true,false,false,,351.92,288.57,,120,ML,1993-03-03,true
11497-1697-92,Levdipine,levdipine,50mg/ml,INJECTION,ORAL,AUROBINDO,FLUOROQUINOLONE,ANTIBIOTICS,true,false,false,false,,47.99,40.79,33.59,1,ML,1990-12-16,true
18407-1698-01,Diazole,diazole,100mg,CAPSULE,INJECTION,DR_REDDY,DECONGESTANT,RESPIRATORY,true,false,false,false,,48.25,41.01,33.77,100,EA,1996-04-03,true
31661-1699-40,Ventriptan,ventriptan,2%,CREAM,INJECTION,SANDOZ,CORTICOSTEROID,RESPIRATORY,true,false,false,false,,34.59,29.40,24.21,30,ML,1985-09-05,true
57173-1700-82,Predtidine,predtidine,2%,OINTMENT,ORAL,DR_REDDY,CORTICOSTEROID,RESPIRATORY,true,false,false,false,,49.50,42.07,34.65,30,ML,2018-01-10,true
45945-1701-96,Disartan,disartan,100mg,CAPSULE,ORAL,AUROBINDO,INSULIN,DIABETES,true,false,false,false,,8.35,7.10,5.84,30,EA,2019-12-07,true
07391-1702-93,Ketzepam,ketzepam,100mg,TABLET,ORAL,TEVA,ANTIVIRAL,OTHER,true,false,false,false,,8.65,7.35,6.05,500,EA,2019-06-01,true
63557-1703-43,Xenocr,levtriptan,10mg/5ml,SOLUTION,ORAL,ASTRAZENECA,ANTICOAGULANT,CARDIOVASCULAR,false,true,false,false,,112.84,92.53,,480,ML,2002-11-09,true
87571-1704-05,Doxpril,doxpril,40mg,CAPSULE,ORAL,TEVA,MUSCLE_RELAXANT,PAIN_MANAGEMENT,true,false,false,false,,30.90,26.26,21.63,60,EA,1986-06-13,true
24439-1705-03,Levtidine,levtidine,500mg,TABLET,ORAL,DR_REDDY,GLAUCOMA,OPHTHALMOLOGY,true,false,false,false,,23.81,20.24,16.67,100,EA,1991-07-23,true
47524-1706-97,Venprazole,venprazole,5mg,TABLET,TOPICAL,ACTAVIS,ED_TREATMENT,UROLOGY,true,false,false,false,,28.64,24.34,20.05,60,EA,2002-10-08,true
64865-1707-07,Predstatin,predstatin,250mg,TABLET,ORAL,MYLAN,STATIN,CARDIOVASCULAR,true,false,false,false,,17.87,15.19,12.51,60,EA,2002-05-12,true
05003-1708-22,Theratri,napsartan,250mg,TABLET,RECTAL,BRISTOL_MYERS_SQUIBB,TETRACYCLINE,ANTIBIOTICS,false,true,false,false,,312.69,256.41,,60,EA,2007-07-16,true
89539-1709-12,Amprazole,amprazole,100mg,TABLET,ORAL,ACTAVIS,CEPHALOSPORIN,ANTIBIOTICS,true,false,false,false,,23.69,20.14,16.58,30,EA,1991-06-12,true
44564-1710-52,Cipstatin,cipstatin,100mg/5ml,SOLUTION,ORAL,SUN_PHARMA,CORTICOSTEROID,IMMUNOLOGY,true,false,false,false,,27.34,23.24,19.14,120,ML,2006-07-27,true
39739-1711-45,Zolazole,zolazole,25mg/ml,INJECTION,ORAL,TEVA,IMMUNOSUPPRESSANT,IMMUNOLOGY,true,false,false,false,,11.28,9.59,7.90,5,ML,1991-04-20,true
87151-1712-39,Mediguard,risprazole,10mg,CAPSULE,ORAL,SANOFI,SUPPLEMENT,OTHER,false,true,false,false,,145.44,119.26,,30,EA,1991-05-08,true
09820-1713-06,Immunoguard,doxprazole,200mg,CAPSULE,ORAL,JOHNSON_JOHNSON,SGLT2_INHIBITOR,DIABETES,false,true,false,false,,230.88,189.32,,60,EA,2003-12-25,true
90649-1714-76,Parzepam,parzepam,5%,OINTMENT,ORAL,DR_REDDY,CORTICOSTEROID,RESPIRATORY,true,false,false,false,,4.46,3.79,3.12,60,ML,2011-01-13,true
77810-1715-79,Simolol,simolol,200mg,CAPSULE,INJECTION,AUROBINDO,IMMUNOTHERAPY,ONCOLOGY,true,false,false,false,,7.84,6.66,5.49,100,EA,2006-08-14,true
54608-1716-48,Renaplex,risolol,25mg/5ml,SOLUTION,TOPICAL,ROCHE,ANTIFUNGAL,DERMATOLOGY,false,true,false,false,,481.25,394.62,,240,ML,2009-07-08,true
29309-1717-98,Pardipine,pardipine,50mg,CAPSULE,ORAL,CIPLA,GLP1_AGONIST,DIABETES,true,false,false,false,,7.05,5.99,4.93,90,EA,2021-09-15,true
28787-1718-37,Serstatin,serstatin,20mg,TABLET,ORAL,LUPIN,ANTICOAGULANT,CARDIOVASCULAR,true,false,false,false,,41.78,35.51,29.25,100,EA,2021-04-28,true
98733-1719-61,Parzolam,parzolam,25mg,CAPSULE,ORAL,DR_REDDY,ANTIPARASITIC,OTHER,true,false,false,false,,17.03,14.48,11.92,500,EA,2018-05-08,true
59746-1720-70,Metzepam,metzepam,50mg,TABLET,ORAL,MYLAN,SUPPLEMENT,OTHER,true,false,false,false,,45.16,38.39,31.61,90,EA,2003-09-20,true
06959-1721-79,Vardipine,vardipine,25mg,TABLET,TOPICAL,ZYDUS,DIURETIC,CARDIOVASCULAR,true,false,false,false,,12.49,10.62,8.74,60,EA,2009-06-08,true
92701-1722-15,Glucoplex,omprazole,0.1%,CREAM,ORAL,BAYER,NSAID,PAIN_MANAGEMENT,false,true,false,false,,359.54,294.82,,15,ML,2008-04-11,true
33477-1723-17,Napprazole,napprazole,250mg,TABLET,ORAL,TEVA,ANTIBIOTIC_EYE,OPHTHALMOLOGY,true,false,false,false,,17.50,14.88,12.25,90,EA,2002-05-22,true
83034-1724-46,Seropro,levprazole,40mg,TABLET,ORAL,GILEAD,BRONCHODILATOR,RESPIRATORY,false,true,false,false,,493.32,404.52,,90,EA,2023-01-11,true
04977-1725-83,Cloazole,cloazole,100mg/ml,INJECTION,ORAL,MYLAN,MUSCLE_RELAXANT,PAIN_MANAGEMENT,true,false,false,true,V,32.30,27.45,22.61,1,ML,1994-04-28,true
14562-1726-88,Vendipine,vendipine,250mg,TABLET,ORAL,SANDOZ,ANTIPARASITIC,OTHER,true,false,false,false,,2.40,2.04,1.68,30,EA,1980-12-06,true
05602-1727-13,Sercillin,sercillin,10mg,TABLET,ORAL,DR_REDDY,CORTICOSTEROID,RESPIRATORY,true,false,false,false,,3.36,2.86,2.35,60,EA,2012-05-05,true
96161-1728-11,Gabpril,gabpril,40mg,CAPSULE,ORAL,ZYDUS,NSAID,PAIN_MANAGEMENT,true,false,false,false,,27.63,23.49,19.34,90,EA,2014-07-21,true
48033-1729-70,Procycline,procycline,250mg/ml,INJECTION,ORAL,SUN_PHARMA,STIMULANT,CNS,true,false,false,true,II,47.47,40.35,33.23,1,ML,2005-08-21,true
27596-1730-48,Ibutriptan,ibutriptan,20mg,TABLET,ORAL,SANDOZ,NSAID,PAIN_MANAGEMENT,true,false,false,false,,14.04,11.93,9.83,60,EA,2020-02-28,true
79815-1731-31,Metazole,metazole,250mg/ml,INJECTION,ORAL,ZYDUS,MUSCLE_RELAXANT,PAIN_MANAGEMENT,true,false,false,true,V,0.69,0.59,0.48,25,ML,2003-01-01,true
87184-1732-06,Napzepam,napzepam,200mg,CAPSULE,ORAL,CIPLA,SULFONYLUREA,DIABETES,true,false,false,false,,32.52,27.64,22.76,90,EA,1999-03-12,true
92288-1733-80,Dizolam,dizolam,200mcg,INHALER,ORAL,CIPLA,DECONGESTANT,RESPIRATORY,true,false,false,false,,17.54,14.91,12.28,3,ML,1993-07-02,true
01865-1734-29,Theracare,parzolam,10mg,TABLET,TOPICAL,SANOFI,ANTIPARASITIC,OTHER,false,true,false,false,,250.33,205.27,,90,EA,2013-03-21,true
78079-1735-79,Benolol,benolol,50mg,TABLET,ORAL,SANDOZ,DIURETIC,CARDIOVASCULAR,true,false,false,false,,33.14,28.17,23.20,30,EA,1991-12-02,true
17406-1736-92,Levtriptan,levtriptan,25mg,TABLET,ORAL,SANDOZ,CHEMOTHERAPY,ONCOLOGY,true,false,false,false,,4.80,4.08,3.36,30,EA,2012-10-16,true
00365-1737-39,Theraduo,levfloxacin,10mg,TABLET,ORAL,ROCHE,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,false,true,false,false,,458.91,376.31,,100,EA,2001-03-21,true
35223-1738-67,Venzolam,venzolam,250mg,TABLET,TRANSDERMAL,DR_REDDY,ANTIPSYCHOTIC,CNS,true,false,false,false,,9.64,8.19,6.75,60,EA,1986-01-27,true
02841-1739-45,Protriptan,protriptan,500mg,TABLET,ORAL,DR_REDDY,BRONCHODILATOR,RESPIRATORY,true,false,false,false,,10.73,9.12,7.51,90,EA,2015-08-15,true
28257-1740-64,Napcillin,napcillin,75mcg/hr,PATCH,ORAL,CIPLA,ANTIPSYCHOTIC,CNS,true,false,false,false,,22.59,19.20,15.81,5,ML,1990-07-23,true
47784-1741-29,Provir,provir,5mg,TABLET,TOPICAL,SANDOZ,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,42.69,36.29,29.88,500,EA,2005-05-09,true
16060-1742-42,Warcycline,warcycline,100mg/ml,INJECTION,TOPICAL,MYLAN,ANTICONVULSANT,CNS,true,false,false,false,,27.59,23.45,19.31,10,ML,1989-05-15,true
40141-1743-83,Clocycline,clocycline,250mcg,INHALER,ORAL,MYLAN,BPH_TREATMENT,UROLOGY,true,false,false,false,,18.78,15.96,13.15,2,ML,1993-04-28,true
83113-1744-57,Simtriptan,simtriptan,250mg/ml,INJECTION,ORAL,SUN_PHARMA,ANTIDEPRESSANT,CNS,true,false,false,false,,41.95,35.66,29.36,5,ML,2024-09-12,true
69041-1745-72,Ketprazole,ketprazole,0.1%,CREAM,INHALATION,ACTAVIS,IMMUNOSUPPRESSANT,IMMUNOLOGY,true,false,false,false,,33.57,28.53,23.50,45,ML,2002-08-06,true
07604-1746-57,Theraforte,warprazole,25mg,TABLET,ORAL,BOEHRINGER_INGELHEIM,DPP4_INHIBITOR,DIABETES,false,true,false,false,,446.43,366.07,,500,EA,2021-07-13,true
05455-1747-61,Hepacr,proazole,500mg,TABLET,ORAL,JOHNSON_JOHNSON,PENICILLIN,ANTIBIOTICS,false,true,false,false,,388.57,318.63,,30,EA,1992-01-17,true
15636-1748-12,Parstatin,parstatin,10mg,CAPSULE,ORAL,LUPIN,SGLT2_INHIBITOR,DIABETES,true,false,false,false,,26.75,22.74,18.72,90,EA,2011-11-02,true
98798-1749-08,Cipcillin,cipcillin,25mg/5ml,SOLUTION,TOPICAL,ACTAVIS,SUPPLEMENT,OTHER,true,false,false,false,,21.71,18.45,15.20,240,ML,1988-01-27,true
13998-1750-81,Levcillin,levcillin,20mg,TABLET,ORAL,ZYDUS,DIURETIC,CARDIOVASCULAR,true,false,false,false,,4.14,3.52,2.90,90,EA,2014-09-20,true
16755-1751-80,Predzolam,predzolam,20mg,TABLET,ORAL,DR_REDDY,DIURETIC,CARDIOVASCULAR,true,false,false,false,,25.03,21.28,17.52,100,EA,2003-01-09,true
81838-1752-46,Hydtriptan,hydtriptan,25mg,CAPSULE,INJECTION,DR_REDDY,HORMONE_THERAPY,ONCOLOGY,true,false,false,false,,9.21,7.83,6.45,90,EA,2012-07-03,true
83273-1753-24,Risfloxacin,risfloxacin,20mg,TABLET,TRANSDERMAL,DR_REDDY,ANTICONVULSANT,CNS,true,false,false,false,,24.66,20.96,17.26,60,EA,2002-10-26,true
76848-1754-89,Ventidine,ventidine,100mg,CAPSULE,ORAL,TEVA,CORTICOSTEROID,RESPIRATORY,true,false,false,false,,7.76,6.60,5.43,100,EA,2019-01-12,true
02121-1755-45,Encillin,encillin,25mg,TABLET,TOPICAL,CIPLA,OSTEOPOROSIS,ENDOCRINE,true,false,false,false,,26.71,22.70,18.70,90,EA,2011-09-28,true
40816-1756-61,Tampril,tampril,125mg/5ml,SUSPENSION,ORAL,SANDOZ,PENICILLIN,ANTIBIOTICS,true,false,false,false,,43.56,37.03,30.49,100,ML,2007-03-12,true
78521-1757-21,Napprazole,napprazole,10mg,CAPSULE,RECTAL,AUROBINDO,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,10.01,8.51,7.01,60,EA,1999-12-23,true
